#    L    TT             EE             TE             PP             TP          
   267   0.474857E+04   0.376402E+01   0.832166E+02   0.191590E+07   0.141426E+04
   268   0.472443E+04   0.387592E+01   0.844802E+02   0.190776E+07   0.140246E+04
   269   0.469990E+04   0.398989E+01   0.857223E+02   0.189967E+07   0.139074E+04
   270   0.467500E+04   0.410591E+01   0.869436E+02   0.189163E+07   0.137911E+04
   271   0.464975E+04   0.422396E+01   0.881419E+02   0.188364E+07   0.136757E+04
   272   0.462413E+04   0.434405E+01   0.893180E+02   0.187571E+07   0.135611E+04
   273   0.459818E+04   0.446613E+01   0.904704E+02   0.186783E+07   0.134473E+04
   274   0.457190E+04   0.459020E+01   0.916000E+02   0.186000E+07   0.133345E+04
   275   0.454528E+04   0.471623E+01   0.927045E+02   0.185222E+07   0.132224E+04
   276   0.451836E+04   0.484422E+01   0.937848E+02   0.184449E+07   0.131112E+04
   277   0.449114E+04   0.497414E+01   0.948394E+02   0.183681E+07   0.130007E+04
   278   0.446362E+04   0.510597E+01   0.958676E+02   0.182918E+07   0.128911E+04
   279   0.443581E+04   0.523968E+01   0.968701E+02   0.182160E+07   0.127823E+04
   280   0.440774E+04   0.537523E+01   0.978457E+02   0.181406E+07   0.126743E+04
   281   0.437939E+04   0.551262E+01   0.987942E+02   0.180658E+07   0.125670E+04
   282   0.435079E+04   0.565179E+01   0.997150E+02   0.179914E+07   0.124605E+04
   283   0.432194E+04   0.579274E+01   0.100607E+03   0.179175E+07   0.123548E+04
   284   0.429286E+04   0.593543E+01   0.101471E+03   0.178441E+07   0.122498E+04
   285   0.426354E+04   0.607982E+01   0.102305E+03   0.177711E+07   0.121456E+04
   286   0.423400E+04   0.622589E+01   0.103110E+03   0.176985E+07   0.120421E+04
   287   0.420426E+04   0.637359E+01   0.103885E+03   0.176265E+07   0.119393E+04
   288   0.417432E+04   0.652290E+01   0.104630E+03   0.175548E+07   0.118372E+04
   289   0.414419E+04   0.667377E+01   0.105344E+03   0.174837E+07   0.117359E+04
   290   0.411388E+04   0.682617E+01   0.106027E+03   0.174129E+07   0.116352E+04
   291   0.408341E+04   0.698007E+01   0.106679E+03   0.173426E+07   0.115352E+04
   292   0.405277E+04   0.713535E+01   0.107299E+03   0.172727E+07   0.114359E+04
   293   0.402198E+04   0.729208E+01   0.107888E+03   0.172032E+07   0.113373E+04
   294   0.399106E+04   0.745019E+01   0.108443E+03   0.171342E+07   0.112394E+04
   295   0.395999E+04   0.760953E+01   0.108966E+03   0.170655E+07   0.111421E+04
   296   0.392880E+04   0.777017E+01   0.109456E+03   0.169973E+07   0.110454E+04
   297   0.389748E+04   0.793198E+01   0.109911E+03   0.169295E+07   0.109494E+04
   298   0.386606E+04   0.809494E+01   0.110333E+03   0.168621E+07   0.108540E+04
   299   0.383454E+04   0.825900E+01   0.110721E+03   0.167950E+07   0.107592E+04
   300   0.380294E+04   0.842407E+01   0.111074E+03   0.167284E+07   0.106650E+04
   301   0.377126E+04   0.859023E+01   0.111393E+03   0.166621E+07   0.105715E+04
   302   0.373951E+04   0.875727E+01   0.111678E+03   0.165962E+07   0.104785E+04
   303   0.370771E+04   0.892526E+01   0.111929E+03   0.165308E+07   0.103861E+04
   304   0.367588E+04   0.909414E+01   0.112145E+03   0.164656E+07   0.102944E+04
   305   0.364401E+04   0.926383E+01   0.112327E+03   0.164009E+07   0.102032E+04
   306   0.361212E+04   0.943434E+01   0.112473E+03   0.163365E+07   0.101126E+04
   307   0.358022E+04   0.960553E+01   0.112583E+03   0.162725E+07   0.100227E+04
   308   0.354832E+04   0.977740E+01   0.112659E+03   0.162089E+07   0.993333E+03
   309   0.351644E+04   0.994989E+01   0.112700E+03   0.161456E+07   0.984459E+03
   310   0.348455E+04   0.101228E+02   0.112705E+03   0.160827E+07   0.975646E+03
   311   0.345271E+04   0.102963E+02   0.112674E+03   0.160201E+07   0.966893E+03
   312   0.342089E+04   0.104703E+02   0.112607E+03   0.159579E+07   0.958202E+03
   313   0.338913E+04   0.106446E+02   0.112505E+03   0.158961E+07   0.949571E+03
   314   0.335742E+04   0.108192E+02   0.112366E+03   0.158346E+07   0.941002E+03
   315   0.332576E+04   0.109940E+02   0.112192E+03   0.157735E+07   0.932494E+03
   316   0.329419E+04   0.111690E+02   0.111981E+03   0.157126E+07   0.924047E+03
   317   0.326270E+04   0.113442E+02   0.111735E+03   0.156522E+07   0.915661E+03
   318   0.323131E+04   0.115194E+02   0.111453E+03   0.155921E+07   0.907337E+03
   319   0.320001E+04   0.116946E+02   0.111135E+03   0.155323E+07   0.899075E+03
   320   0.316882E+04   0.118698E+02   0.110782E+03   0.154728E+07   0.890874E+03
