#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   637   0.208842E+04  -0.143071E+03   0.353262E-04  -0.143071E+03   0.302550E+02  -0.119739E-05   0.353262E-04  -0.119739E-05   0.567121E-08
   638   0.209701E+04  -0.143052E+03   0.352409E-04  -0.143052E+03   0.299029E+02  -0.118685E-05   0.352409E-04  -0.118685E-05   0.565687E-08
   639   0.210556E+04  -0.142985E+03   0.351550E-04  -0.142985E+03   0.295491E+02  -0.117618E-05   0.351550E-04  -0.117618E-05   0.564258E-08
   640   0.211404E+04  -0.142868E+03   0.350685E-04  -0.142868E+03   0.291937E+02  -0.116538E-05   0.350685E-04  -0.116538E-05   0.562834E-08
   641   0.212246E+04  -0.142702E+03   0.349815E-04  -0.142702E+03   0.288370E+02  -0.115444E-05   0.349815E-04  -0.115444E-05   0.561416E-08
   642   0.213080E+04  -0.142485E+03   0.348939E-04  -0.142485E+03   0.284791E+02  -0.114339E-05   0.348939E-04  -0.114339E-05   0.560003E-08
   643   0.213907E+04  -0.142217E+03   0.348057E-04  -0.142217E+03   0.281205E+02  -0.113221E-05   0.348057E-04  -0.113221E-05   0.558595E-08
   644   0.214723E+04  -0.141897E+03   0.347169E-04  -0.141897E+03   0.277611E+02  -0.112091E-05   0.347169E-04  -0.112091E-05   0.557192E-08
   645   0.215531E+04  -0.141525E+03   0.346276E-04  -0.141525E+03   0.274013E+02  -0.110949E-05   0.346276E-04  -0.110949E-05   0.555794E-08
   646   0.216327E+04  -0.141101E+03   0.345377E-04  -0.141101E+03   0.270412E+02  -0.109795E-05   0.345377E-04  -0.109795E-05   0.554402E-08
   647   0.217112E+04  -0.140623E+03   0.344472E-04  -0.140623E+03   0.266811E+02  -0.108630E-05   0.344472E-04  -0.108630E-05   0.553014E-08
   648   0.217884E+04  -0.140091E+03   0.343561E-04  -0.140091E+03   0.263212E+02  -0.107454E-05   0.343561E-04  -0.107454E-05   0.551632E-08
   649   0.218643E+04  -0.139505E+03   0.342645E-04  -0.139505E+03   0.259618E+02  -0.106268E-05   0.342645E-04  -0.106268E-05   0.550254E-08
   650   0.219388E+04  -0.138864E+03   0.341723E-04  -0.138864E+03   0.256030E+02  -0.105071E-05   0.341723E-04  -0.105071E-05   0.548882E-08
   651   0.220118E+04  -0.138167E+03   0.340794E-04  -0.138167E+03   0.252453E+02  -0.103863E-05   0.340794E-04  -0.103863E-05   0.547514E-08
   652   0.220832E+04  -0.137416E+03   0.339861E-04  -0.137416E+03   0.248887E+02  -0.102646E-05   0.339861E-04  -0.102646E-05   0.546151E-08
   653   0.221531E+04  -0.136611E+03   0.338921E-04  -0.136611E+03   0.245334E+02  -0.101419E-05   0.338921E-04  -0.101419E-05   0.544794E-08
   654   0.222216E+04  -0.135754E+03   0.337976E-04  -0.135754E+03   0.241796E+02  -0.100182E-05   0.337976E-04  -0.100182E-05   0.543441E-08
   655   0.222885E+04  -0.134846E+03   0.337025E-04  -0.134846E+03   0.238273E+02  -0.989363E-06   0.337025E-04  -0.989363E-06   0.542093E-08
   656   0.223539E+04  -0.133888E+03   0.336069E-04  -0.133888E+03   0.234768E+02  -0.976811E-06   0.336069E-04  -0.976811E-06   0.540750E-08
   657   0.224177E+04  -0.132880E+03   0.335107E-04  -0.132880E+03   0.231282E+02  -0.964171E-06   0.335107E-04  -0.964171E-06   0.539411E-08
   658   0.224799E+04  -0.131825E+03   0.334140E-04  -0.131825E+03   0.227816E+02  -0.951444E-06   0.334140E-04  -0.951444E-06   0.538077E-08
   659   0.225406E+04  -0.130723E+03   0.333167E-04  -0.130723E+03   0.224372E+02  -0.938633E-06   0.333167E-04  -0.938633E-06   0.536748E-08
   660   0.225997E+04  -0.129575E+03   0.332189E-04  -0.129575E+03   0.220951E+02  -0.925739E-06   0.332189E-04  -0.925739E-06   0.535424E-08
   661   0.226572E+04  -0.128382E+03   0.331206E-04  -0.128382E+03   0.217554E+02  -0.912766E-06   0.331206E-04  -0.912766E-06   0.534105E-08
   662   0.227131E+04  -0.127146E+03   0.330218E-04  -0.127146E+03   0.214182E+02  -0.899714E-06   0.330218E-04  -0.899714E-06   0.532790E-08
   663   0.227673E+04  -0.125867E+03   0.329225E-04  -0.125867E+03   0.210839E+02  -0.886588E-06   0.329225E-04  -0.886588E-06   0.531480E-08
   664   0.228199E+04  -0.124547E+03   0.328227E-04  -0.124547E+03   0.207523E+02  -0.873388E-06   0.328227E-04  -0.873388E-06   0.530174E-08
   665   0.228708E+04  -0.123187E+03   0.327224E-04  -0.123187E+03   0.204239E+02  -0.860118E-06   0.327224E-04  -0.860118E-06   0.528873E-08
   666   0.229199E+04  -0.121787E+03   0.326215E-04  -0.121787E+03   0.200986E+02  -0.846778E-06   0.326215E-04  -0.846778E-06   0.527577E-08
   667   0.229674E+04  -0.120348E+03   0.325203E-04  -0.120348E+03   0.197768E+02  -0.833372E-06   0.325203E-04  -0.833372E-06   0.526285E-08
   668   0.230132E+04  -0.118873E+03   0.324185E-04  -0.118873E+03   0.194585E+02  -0.819903E-06   0.324185E-04  -0.819903E-06   0.524998E-08
   669   0.230572E+04  -0.117361E+03   0.323162E-04  -0.117361E+03   0.191439E+02  -0.806371E-06   0.323162E-04  -0.806371E-06   0.523715E-08
   670   0.230994E+04  -0.115814E+03   0.322135E-04  -0.115814E+03   0.188332E+02  -0.792779E-06   0.322135E-04  -0.792779E-06   0.522437E-08
   671   0.231398E+04  -0.114233E+03   0.321104E-04  -0.114233E+03   0.185266E+02  -0.779130E-06   0.321104E-04  -0.779130E-06   0.521163E-08
   672   0.231784E+04  -0.112619E+03   0.320068E-04  -0.112619E+03   0.182242E+02  -0.765426E-06   0.320068E-04  -0.765426E-06   0.519893E-08
   673   0.232151E+04  -0.110972E+03   0.319027E-04  -0.110972E+03   0.179263E+02  -0.751669E-06   0.319027E-04  -0.751669E-06   0.518628E-08
   674   0.232499E+04  -0.109295E+03   0.317982E-04  -0.109295E+03   0.176329E+02  -0.737861E-06   0.317982E-04  -0.737861E-06   0.517368E-08
   675   0.232829E+04  -0.107588E+03   0.316933E-04  -0.107588E+03   0.173444E+02  -0.724005E-06   0.316933E-04  -0.724005E-06   0.516112E-08
   676   0.233139E+04  -0.105852E+03   0.315879E-04  -0.105852E+03   0.170608E+02  -0.710102E-06   0.315879E-04  -0.710102E-06   0.514860E-08
   677   0.233429E+04  -0.104089E+03   0.314821E-04  -0.104089E+03   0.167824E+02  -0.696156E-06   0.314821E-04  -0.696156E-06   0.513612E-08
   678   0.233698E+04  -0.102298E+03   0.313759E-04  -0.102298E+03   0.165093E+02  -0.682168E-06   0.313759E-04  -0.682168E-06   0.512369E-08
   679   0.233948E+04  -0.100481E+03   0.312693E-04  -0.100481E+03   0.162417E+02  -0.668140E-06   0.312693E-04  -0.668140E-06   0.511130E-08
   680   0.234178E+04  -0.986400E+02   0.311623E-04  -0.986400E+02   0.159798E+02  -0.654075E-06   0.311623E-04  -0.654075E-06   0.509895E-08
   681   0.234385E+04  -0.967746E+02   0.310549E-04  -0.967746E+02   0.157237E+02  -0.639975E-06   0.310549E-04  -0.639975E-06   0.508665E-08
   682   0.234571E+04  -0.948863E+02   0.309471E-04  -0.948863E+02   0.154737E+02  -0.625843E-06   0.309471E-04  -0.625843E-06   0.507438E-08
   683   0.234736E+04  -0.929760E+02   0.308389E-04  -0.929760E+02   0.152298E+02  -0.611680E-06   0.308389E-04  -0.611680E-06   0.506216E-08
   684   0.234879E+04  -0.910450E+02   0.307303E-04  -0.910450E+02   0.149924E+02  -0.597489E-06   0.307303E-04  -0.597489E-06   0.504998E-08
   685   0.234998E+04  -0.890943E+02   0.306214E-04  -0.890943E+02   0.147618E+02  -0.583272E-06   0.306214E-04  -0.583272E-06   0.503785E-08
   686   0.235095E+04  -0.871245E+02   0.305121E-04  -0.871245E+02   0.145380E+02  -0.569031E-06   0.305121E-04  -0.569031E-06   0.502575E-08
   687   0.235168E+04  -0.851377E+02   0.304025E-04  -0.851377E+02   0.143216E+02  -0.554768E-06   0.304025E-04  -0.554768E-06   0.501369E-08
   688   0.235218E+04  -0.831349E+02   0.302924E-04  -0.831349E+02   0.141124E+02  -0.540486E-06   0.302924E-04  -0.540486E-06   0.500168E-08
   689   0.235244E+04  -0.811163E+02   0.301821E-04  -0.811163E+02   0.139110E+02  -0.526188E-06   0.301821E-04  -0.526188E-06   0.498970E-08
   690   0.235246E+04  -0.790832E+02   0.300714E-04  -0.790832E+02   0.137176E+02  -0.511874E-06   0.300714E-04  -0.511874E-06   0.497777E-08
   691   0.235222E+04  -0.770371E+02   0.299604E-04  -0.770371E+02   0.135322E+02  -0.497548E-06   0.299604E-04  -0.497548E-06   0.496587E-08
   692   0.235173E+04  -0.749793E+02   0.298490E-04  -0.749793E+02   0.133553E+02  -0.483212E-06   0.298490E-04  -0.483212E-06   0.495402E-08
   693   0.235099E+04  -0.729108E+02   0.297373E-04  -0.729108E+02   0.131869E+02  -0.468868E-06   0.297373E-04  -0.468868E-06   0.494220E-08
   694   0.234998E+04  -0.708318E+02   0.296253E-04  -0.708318E+02   0.130274E+02  -0.454518E-06   0.296253E-04  -0.454518E-06   0.493042E-08
   695   0.234871E+04  -0.687442E+02   0.295130E-04  -0.687442E+02   0.128769E+02  -0.440165E-06   0.295130E-04  -0.440165E-06   0.491869E-08
   696   0.234716E+04  -0.666483E+02   0.294004E-04  -0.666483E+02   0.127357E+02  -0.425810E-06   0.294004E-04  -0.425810E-06   0.490699E-08
   697   0.234533E+04  -0.645459E+02   0.292875E-04  -0.645459E+02   0.126040E+02  -0.411456E-06   0.292875E-04  -0.411456E-06   0.489533E-08
   698   0.234322E+04  -0.624373E+02   0.291743E-04  -0.624373E+02   0.124821E+02  -0.397106E-06   0.291743E-04  -0.397106E-06   0.488370E-08
   699   0.234083E+04  -0.603243E+02   0.290608E-04  -0.603243E+02   0.123701E+02  -0.382761E-06   0.290608E-04  -0.382761E-06   0.487212E-08
   700   0.233814E+04  -0.582080E+02   0.289471E-04  -0.582080E+02   0.122685E+02  -0.368423E-06   0.289471E-04  -0.368423E-06   0.486057E-08
   701   0.233516E+04  -0.560894E+02   0.288330E-04  -0.560894E+02   0.121773E+02  -0.354096E-06   0.288330E-04  -0.354096E-06   0.484906E-08
   702   0.233188E+04  -0.539691E+02   0.287187E-04  -0.539691E+02   0.120964E+02  -0.339781E-06   0.287187E-04  -0.339781E-06   0.483759E-08
   703   0.232831E+04  -0.518486E+02   0.286042E-04  -0.518486E+02   0.120259E+02  -0.325479E-06   0.286042E-04  -0.325479E-06   0.482616E-08
   704   0.232447E+04  -0.497270E+02   0.284894E-04  -0.497270E+02   0.119654E+02  -0.311193E-06   0.284894E-04  -0.311193E-06   0.481476E-08
   705   0.232034E+04  -0.476066E+02   0.283743E-04  -0.476066E+02   0.119149E+02  -0.296926E-06   0.283743E-04  -0.296926E-06   0.480340E-08
   706   0.231595E+04  -0.454872E+02   0.282590E-04  -0.454872E+02   0.118743E+02  -0.282678E-06   0.282590E-04  -0.282678E-06   0.479208E-08
   707   0.231128E+04  -0.433703E+02   0.281434E-04  -0.433703E+02   0.118435E+02  -0.268452E-06   0.281434E-04  -0.268452E-06   0.478079E-08
   708   0.230635E+04  -0.412572E+02   0.280276E-04  -0.412572E+02   0.118222E+02  -0.254250E-06   0.280276E-04  -0.254250E-06   0.476954E-08
   709   0.230117E+04  -0.391471E+02   0.279116E-04  -0.391471E+02   0.118105E+02  -0.240074E-06   0.279116E-04  -0.240074E-06   0.475833E-08
   710   0.229573E+04  -0.370422E+02   0.277953E-04  -0.370422E+02   0.118082E+02  -0.225926E-06   0.277953E-04  -0.225926E-06   0.474715E-08
   711   0.229005E+04  -0.349431E+02   0.276788E-04  -0.349431E+02   0.118151E+02  -0.211807E-06   0.276788E-04  -0.211807E-06   0.473601E-08
   712   0.228412E+04  -0.328498E+02   0.275621E-04  -0.328498E+02   0.118312E+02  -0.197721E-06   0.275621E-04  -0.197721E-06   0.472490E-08
   713   0.227796E+04  -0.307636E+02   0.274452E-04  -0.307636E+02   0.118563E+02  -0.183668E-06   0.274452E-04  -0.183668E-06   0.471383E-08
   714   0.227155E+04  -0.286853E+02   0.273281E-04  -0.286853E+02   0.118903E+02  -0.169651E-06   0.273281E-04  -0.169651E-06   0.470280E-08
   715   0.226492E+04  -0.266161E+02   0.272107E-04  -0.266161E+02   0.119332E+02  -0.155671E-06   0.272107E-04  -0.155671E-06   0.469180E-08
   716   0.225806E+04  -0.245569E+02   0.270932E-04  -0.245569E+02   0.119846E+02  -0.141732E-06   0.270932E-04  -0.141732E-06   0.468083E-08
   717   0.225098E+04  -0.225075E+02   0.269755E-04  -0.225075E+02   0.120445E+02  -0.127834E-06   0.269755E-04  -0.127834E-06   0.466990E-08
   718   0.224368E+04  -0.204692E+02   0.268576E-04  -0.204692E+02   0.121128E+02  -0.113980E-06   0.268576E-04  -0.113980E-06   0.465901E-08
   719   0.223617E+04  -0.184429E+02   0.267395E-04  -0.184429E+02   0.121895E+02  -0.100171E-06   0.267395E-04  -0.100171E-06   0.464815E-08
   720   0.222844E+04  -0.164306E+02   0.266212E-04  -0.164306E+02   0.122744E+02  -0.864107E-07   0.266212E-04  -0.864107E-07   0.463733E-08
   721   0.222051E+04  -0.144322E+02   0.265027E-04  -0.144322E+02   0.123675E+02  -0.726996E-07   0.265027E-04  -0.726996E-07   0.462654E-08
   722   0.221238E+04  -0.124492E+02   0.263841E-04  -0.124492E+02   0.124687E+02  -0.590403E-07   0.263841E-04  -0.590403E-07   0.461578E-08
   723   0.220406E+04  -0.104829E+02   0.262653E-04  -0.104829E+02   0.125779E+02  -0.454346E-07   0.262653E-04  -0.454346E-07   0.460506E-08
   724   0.219555E+04  -0.853407E+01   0.261463E-04  -0.853407E+01   0.126952E+02  -0.318845E-07   0.261463E-04  -0.318845E-07   0.459437E-08
   725   0.218685E+04  -0.660329E+01   0.260272E-04  -0.660329E+01   0.128204E+02  -0.183920E-07   0.260272E-04  -0.183920E-07   0.458372E-08
   726   0.217797E+04  -0.469275E+01   0.259080E-04  -0.469275E+01   0.129533E+02  -0.495918E-08   0.259080E-04  -0.495918E-08   0.457309E-08
   727   0.216892E+04  -0.280235E+01   0.257886E-04  -0.280235E+01   0.130941E+02   0.841207E-08   0.257886E-04   0.841207E-08   0.456251E-08
   728   0.215970E+04  -0.934248E+00   0.256690E-04  -0.934248E+00   0.132424E+02   0.217197E-07   0.256690E-04   0.217197E-07   0.455195E-08
   729   0.215030E+04   0.912379E+00   0.255493E-04   0.912379E+00   0.133984E+02   0.349619E-07   0.255493E-04   0.349619E-07   0.454143E-08
   730   0.214074E+04   0.273464E+01   0.254295E-04   0.273464E+01   0.135617E+02   0.481364E-07   0.254295E-04   0.481364E-07   0.453094E-08
   731   0.213103E+04   0.453188E+01   0.253096E-04   0.453188E+01   0.137325E+02   0.612414E-07   0.253096E-04   0.612414E-07   0.452049E-08
   732   0.212115E+04   0.630417E+01   0.251895E-04   0.630417E+01   0.139106E+02   0.742749E-07   0.251895E-04   0.742749E-07   0.451007E-08
   733   0.211112E+04   0.804936E+01   0.250693E-04   0.804936E+01   0.140959E+02   0.872349E-07   0.250693E-04   0.872349E-07   0.449968E-08
   734   0.210094E+04   0.976754E+01   0.249490E-04   0.976754E+01   0.142883E+02   0.100119E-06   0.249490E-04   0.100119E-06   0.448932E-08
   735   0.209061E+04   0.114558E+02   0.248286E-04   0.114558E+02   0.144878E+02   0.112926E-06   0.248286E-04   0.112926E-06   0.447900E-08
   736   0.208014E+04   0.131143E+02   0.247081E-04   0.131143E+02   0.146945E+02   0.125654E-06   0.247081E-04   0.125654E-06   0.446870E-08
   737   0.206953E+04   0.147415E+02   0.245875E-04   0.147415E+02   0.149080E+02   0.138300E-06   0.245875E-04   0.138300E-06   0.445844E-08
   738   0.205878E+04   0.163361E+02   0.244668E-04   0.163361E+02   0.151284E+02   0.150863E-06   0.244668E-04   0.150863E-06   0.444821E-08
   739   0.204790E+04   0.178973E+02   0.243460E-04   0.178973E+02   0.153557E+02   0.163340E-06   0.243460E-04   0.163340E-06   0.443801E-08
   740   0.203690E+04   0.194247E+02   0.242252E-04   0.194247E+02   0.155898E+02   0.175730E-06   0.242252E-04   0.175730E-06   0.442785E-08
   741   0.202576E+04   0.209151E+02   0.241042E-04   0.209151E+02   0.158307E+02   0.188030E-06   0.241042E-04   0.188030E-06   0.441771E-08
   742   0.201450E+04   0.223681E+02   0.239832E-04   0.223681E+02   0.160782E+02   0.200240E-06   0.239832E-04   0.200240E-06   0.440761E-08
   743   0.200312E+04   0.237828E+02   0.238621E-04   0.237828E+02   0.163324E+02   0.212355E-06   0.238621E-04   0.212355E-06   0.439753E-08
   744   0.199162E+04   0.251580E+02   0.237410E-04   0.251580E+02   0.165932E+02   0.224376E-06   0.237410E-04   0.224376E-06   0.438749E-08
   745   0.198001E+04   0.264922E+02   0.236198E-04   0.264922E+02   0.168606E+02   0.236299E-06   0.236198E-04   0.236299E-06   0.437748E-08
   746   0.196829E+04   0.277833E+02   0.234985E-04   0.277833E+02   0.171344E+02   0.248122E-06   0.234985E-04   0.248122E-06   0.436750E-08
   747   0.195646E+04   0.290313E+02   0.233772E-04   0.290313E+02   0.174148E+02   0.259845E-06   0.233772E-04   0.259845E-06   0.435755E-08
   748   0.194453E+04   0.302341E+02   0.232558E-04   0.302341E+02   0.177014E+02   0.271464E-06   0.232558E-04   0.271464E-06   0.434763E-08
   749   0.193250E+04   0.313903E+02   0.231344E-04   0.313903E+02   0.179944E+02   0.282978E-06   0.231344E-04   0.282978E-06   0.433774E-08
   750   0.192038E+04   0.324984E+02   0.230130E-04   0.324984E+02   0.182937E+02   0.294384E-06   0.230130E-04   0.294384E-06   0.432788E-08
   751   0.190815E+04   0.335582E+02   0.228915E-04   0.335582E+02   0.185992E+02   0.305682E-06   0.228915E-04   0.305682E-06   0.431804E-08
   752   0.189584E+04   0.345700E+02   0.227701E-04   0.345700E+02   0.189106E+02   0.316870E-06   0.227701E-04   0.316870E-06   0.430824E-08
   753   0.188345E+04   0.355327E+02   0.226486E-04   0.355327E+02   0.192278E+02   0.327947E-06   0.226486E-04   0.327947E-06   0.429847E-08
   754   0.187097E+04   0.364484E+02   0.225271E-04   0.364484E+02   0.195504E+02   0.338914E-06   0.225271E-04   0.338914E-06   0.428873E-08
   755   0.185843E+04   0.373170E+02   0.224056E-04   0.373170E+02   0.198783E+02   0.349769E-06   0.224056E-04   0.349769E-06   0.427901E-08
   756   0.184581E+04   0.381391E+02   0.222842E-04   0.381391E+02   0.202112E+02   0.360513E-06   0.222842E-04   0.360513E-06   0.426933E-08
   757   0.183314E+04   0.389152E+02   0.221629E-04   0.389152E+02   0.205490E+02   0.371144E-06   0.221629E-04   0.371144E-06   0.425967E-08
   758   0.182041E+04   0.396445E+02   0.220415E-04   0.396445E+02   0.208914E+02   0.381662E-06   0.220415E-04   0.381662E-06   0.425005E-08
   759   0.180763E+04   0.403289E+02   0.219203E-04   0.403289E+02   0.212382E+02   0.392067E-06   0.219203E-04   0.392067E-06   0.424045E-08
   760   0.179481E+04   0.409683E+02   0.217991E-04   0.409683E+02   0.215891E+02   0.402357E-06   0.217991E-04   0.402357E-06   0.423088E-08
   761   0.178195E+04   0.415633E+02   0.216781E-04   0.415633E+02   0.219440E+02   0.412533E-06   0.216781E-04   0.412533E-06   0.422134E-08
   762   0.176905E+04   0.421145E+02   0.215571E-04   0.421145E+02   0.223025E+02   0.422594E-06   0.215571E-04   0.422594E-06   0.421183E-08
   763   0.175612E+04   0.426217E+02   0.214363E-04   0.426217E+02   0.226644E+02   0.432540E-06   0.214363E-04   0.432540E-06   0.420235E-08
   764   0.174316E+04   0.430870E+02   0.213156E-04   0.430870E+02   0.230295E+02   0.442369E-06   0.213156E-04   0.442369E-06   0.419289E-08
   765   0.173018E+04   0.435094E+02   0.211951E-04   0.435094E+02   0.233976E+02   0.452082E-06   0.211951E-04   0.452082E-06   0.418347E-08
   766   0.171717E+04   0.438902E+02   0.210747E-04   0.438902E+02   0.237684E+02   0.461677E-06   0.210747E-04   0.461677E-06   0.417407E-08
   767   0.170415E+04   0.442301E+02   0.209545E-04   0.442301E+02   0.241415E+02   0.471155E-06   0.209545E-04   0.471155E-06   0.416470E-08
   768   0.169111E+04   0.445297E+02   0.208344E-04   0.445297E+02   0.245168E+02   0.480515E-06   0.208344E-04   0.480515E-06   0.415535E-08
   769   0.167806E+04   0.447879E+02   0.207146E-04   0.447879E+02   0.248942E+02   0.489756E-06   0.207146E-04   0.489756E-06   0.414604E-08
   770   0.166501E+04   0.450054E+02   0.205950E-04   0.450054E+02   0.252733E+02   0.498877E-06   0.205950E-04   0.498877E-06   0.413675E-08
   771   0.165196E+04   0.451828E+02   0.204756E-04   0.451828E+02   0.256540E+02   0.507879E-06   0.204756E-04   0.507879E-06   0.412749E-08
   772   0.163890E+04   0.453206E+02   0.203565E-04   0.453206E+02   0.260361E+02   0.516761E-06   0.203565E-04   0.516761E-06   0.411826E-08
   773   0.162586E+04   0.454180E+02   0.202376E-04   0.454180E+02   0.264192E+02   0.525521E-06   0.202376E-04   0.525521E-06   0.410906E-08
   774   0.161283E+04   0.454754E+02   0.201189E-04   0.454754E+02   0.268033E+02   0.534160E-06   0.201189E-04   0.534160E-06   0.409988E-08
   775   0.159981E+04   0.454936E+02   0.200006E-04   0.454936E+02   0.271879E+02   0.542677E-06   0.200006E-04   0.542677E-06   0.409073E-08
