#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   531   0.187290E+04  -0.616678E+02  -0.454111E-06  -0.616678E+02   0.105468E+02   0.105122E-05  -0.454111E-06   0.105122E-05   0.195488E-07
   532   0.188190E+04  -0.616441E+02  -0.521037E-06  -0.616441E+02   0.104123E+02   0.104094E-05  -0.521037E-06   0.104094E-05   0.194918E-07
   533   0.189088E+04  -0.615960E+02  -0.586368E-06  -0.615960E+02   0.102787E+02   0.103066E-05  -0.586368E-06   0.103066E-05   0.194349E-07
   534   0.189983E+04  -0.615236E+02  -0.650135E-06  -0.615236E+02   0.101460E+02   0.102035E-05  -0.650135E-06   0.102035E-05   0.193783E-07
   535   0.190877E+04  -0.614270E+02  -0.712370E-06  -0.614270E+02   0.100143E+02   0.101002E-05  -0.712370E-06   0.101002E-05   0.193219E-07
   536   0.191766E+04  -0.613063E+02  -0.773105E-06  -0.613063E+02   0.988369E+01   0.999672E-06  -0.773105E-06   0.999672E-06   0.192657E-07
   537   0.192653E+04  -0.611614E+02  -0.832370E-06  -0.611614E+02   0.975411E+01   0.989292E-06  -0.832370E-06   0.989292E-06   0.192098E-07
   538   0.193537E+04  -0.609924E+02  -0.890197E-06  -0.609924E+02   0.962564E+01   0.978880E-06  -0.890197E-06   0.978880E-06   0.191540E-07
   539   0.194416E+04  -0.607995E+02  -0.946618E-06  -0.607995E+02   0.949831E+01   0.968431E-06  -0.946618E-06   0.968431E-06   0.190985E-07
   540   0.195291E+04  -0.605824E+02  -0.100166E-05  -0.605824E+02   0.937213E+01   0.957942E-06  -0.100166E-05   0.957942E-06   0.190431E-07
   541   0.196162E+04  -0.603413E+02  -0.105537E-05  -0.603413E+02   0.924717E+01   0.947410E-06  -0.105537E-05   0.947410E-06   0.189880E-07
   542   0.197028E+04  -0.600763E+02  -0.110776E-05  -0.600763E+02   0.912343E+01   0.936830E-06  -0.110776E-05   0.936830E-06   0.189331E-07
   543   0.197888E+04  -0.597872E+02  -0.115887E-05  -0.597872E+02   0.900094E+01   0.926199E-06  -0.115887E-05   0.926199E-06   0.188784E-07
   544   0.198744E+04  -0.594742E+02  -0.120873E-05  -0.594742E+02   0.887973E+01   0.915513E-06  -0.120873E-05   0.915513E-06   0.188239E-07
   545   0.199594E+04  -0.591371E+02  -0.125737E-05  -0.591371E+02   0.875980E+01   0.904768E-06  -0.125737E-05   0.904768E-06   0.187697E-07
   546   0.200438E+04  -0.587759E+02  -0.130483E-05  -0.587759E+02   0.864118E+01   0.893960E-06  -0.130483E-05   0.893960E-06   0.187156E-07
   547   0.201276E+04  -0.583906E+02  -0.135114E-05  -0.583906E+02   0.852387E+01   0.883086E-06  -0.135114E-05   0.883086E-06   0.186617E-07
   548   0.202107E+04  -0.579812E+02  -0.139632E-05  -0.579812E+02   0.840782E+01   0.872142E-06  -0.139632E-05   0.872142E-06   0.186081E-07
   549   0.202932E+04  -0.575476E+02  -0.144041E-05  -0.575476E+02   0.829321E+01   0.861123E-06  -0.144041E-05   0.861123E-06   0.185546E-07
   550   0.203749E+04  -0.570897E+02  -0.148343E-05  -0.570897E+02   0.817984E+01   0.850027E-06  -0.148343E-05   0.850027E-06   0.185014E-07
   551   0.204560E+04  -0.566078E+02  -0.152543E-05  -0.566078E+02   0.806790E+01   0.838850E-06  -0.152543E-05   0.838850E-06   0.184483E-07
   552   0.205362E+04  -0.561024E+02  -0.156639E-05  -0.561024E+02   0.795736E+01   0.827593E-06  -0.156639E-05   0.827593E-06   0.183955E-07
   553   0.206157E+04  -0.555742E+02  -0.160633E-05  -0.555742E+02   0.784835E+01   0.816260E-06  -0.160633E-05   0.816260E-06   0.183428E-07
   554   0.206945E+04  -0.550239E+02  -0.164523E-05  -0.550239E+02   0.774097E+01   0.804852E-06  -0.164523E-05   0.804852E-06   0.182904E-07
   555   0.207724E+04  -0.544524E+02  -0.168310E-05  -0.544524E+02   0.763530E+01   0.793371E-06  -0.168310E-05   0.793371E-06   0.182381E-07
   556   0.208494E+04  -0.538603E+02  -0.171993E-05  -0.538603E+02   0.753146E+01   0.781820E-06  -0.171993E-05   0.781820E-06   0.181861E-07
   557   0.209255E+04  -0.532483E+02  -0.175574E-05  -0.532483E+02   0.742949E+01   0.770202E-06  -0.175574E-05   0.770202E-06   0.181342E-07
   558   0.210007E+04  -0.526171E+02  -0.179050E-05  -0.526171E+02   0.732952E+01   0.758518E-06  -0.179050E-05   0.758518E-06   0.180826E-07
   559   0.210749E+04  -0.519673E+02  -0.182423E-05  -0.519673E+02   0.723162E+01   0.746770E-06  -0.182423E-05   0.746770E-06   0.180311E-07
   560   0.211480E+04  -0.512996E+02  -0.185692E-05  -0.512996E+02   0.713589E+01   0.734962E-06  -0.185692E-05   0.734962E-06   0.179799E-07
   561   0.212202E+04  -0.506146E+02  -0.188857E-05  -0.506146E+02   0.704232E+01   0.723095E-06  -0.188857E-05   0.723095E-06   0.179288E-07
   562   0.212912E+04  -0.499128E+02  -0.191919E-05  -0.499128E+02   0.695111E+01   0.711172E-06  -0.191919E-05   0.711172E-06   0.178779E-07
   563   0.213611E+04  -0.491951E+02  -0.194876E-05  -0.491951E+02   0.686224E+01   0.699195E-06  -0.194876E-05   0.699195E-06   0.178272E-07
   564   0.214299E+04  -0.484619E+02  -0.197729E-05  -0.484619E+02   0.677584E+01   0.687166E-06  -0.197729E-05   0.687166E-06   0.177768E-07
   565   0.214975E+04  -0.477138E+02  -0.200478E-05  -0.477138E+02   0.669195E+01   0.675088E-06  -0.200478E-05   0.675088E-06   0.177265E-07
   566   0.215638E+04  -0.469514E+02  -0.203122E-05  -0.469514E+02   0.661070E+01   0.662962E-06  -0.203122E-05   0.662962E-06   0.176764E-07
   567   0.216289E+04  -0.461753E+02  -0.205662E-05  -0.461753E+02   0.653200E+01   0.650792E-06  -0.205662E-05   0.650792E-06   0.176264E-07
   568   0.216927E+04  -0.453859E+02  -0.208098E-05  -0.453859E+02   0.645604E+01   0.638579E-06  -0.208098E-05   0.638579E-06   0.175767E-07
   569   0.217552E+04  -0.445838E+02  -0.210428E-05  -0.445838E+02   0.638288E+01   0.626326E-06  -0.210428E-05   0.626326E-06   0.175272E-07
   570   0.218162E+04  -0.437696E+02  -0.212654E-05  -0.437696E+02   0.631249E+01   0.614035E-06  -0.212654E-05   0.614035E-06   0.174778E-07
   571   0.218759E+04  -0.429439E+02  -0.214775E-05  -0.429439E+02   0.624501E+01   0.601709E-06  -0.214775E-05   0.601709E-06   0.174287E-07
   572   0.219342E+04  -0.421068E+02  -0.216792E-05  -0.421068E+02   0.618040E+01   0.589349E-06  -0.216792E-05   0.589349E-06   0.173797E-07
   573   0.219911E+04  -0.412592E+02  -0.218703E-05  -0.412592E+02   0.611880E+01   0.576958E-06  -0.218703E-05   0.576958E-06   0.173309E-07
   574   0.220465E+04  -0.404012E+02  -0.220509E-05  -0.404012E+02   0.606026E+01   0.564538E-06  -0.220509E-05   0.564538E-06   0.172823E-07
   575   0.221005E+04  -0.395332E+02  -0.222209E-05  -0.395332E+02   0.600475E+01   0.552092E-06  -0.222209E-05   0.552092E-06   0.172339E-07
   576   0.221530E+04  -0.386558E+02  -0.223805E-05  -0.386558E+02   0.595241E+01   0.539622E-06  -0.223805E-05   0.539622E-06   0.171857E-07
   577   0.222042E+04  -0.377693E+02  -0.225295E-05  -0.377693E+02   0.590320E+01   0.527130E-06  -0.225295E-05   0.527130E-06   0.171376E-07
   578   0.222537E+04  -0.368743E+02  -0.226679E-05  -0.368743E+02   0.585718E+01   0.514619E-06  -0.226679E-05   0.514619E-06   0.170897E-07
   579   0.223018E+04  -0.359710E+02  -0.227958E-05  -0.359710E+02   0.581448E+01   0.502090E-06  -0.227958E-05   0.502090E-06   0.170420E-07
   580   0.223483E+04  -0.350597E+02  -0.229130E-05  -0.350597E+02   0.577500E+01   0.489547E-06  -0.229130E-05   0.489547E-06   0.169945E-07
   581   0.223934E+04  -0.341410E+02  -0.230197E-05  -0.341410E+02   0.573886E+01   0.476991E-06  -0.230197E-05   0.476991E-06   0.169472E-07
   582   0.224368E+04  -0.332153E+02  -0.231159E-05  -0.332153E+02   0.570605E+01   0.464424E-06  -0.231159E-05   0.464424E-06   0.169000E-07
   583   0.224787E+04  -0.322829E+02  -0.232014E-05  -0.322829E+02   0.567662E+01   0.451850E-06  -0.232014E-05   0.451850E-06   0.168531E-07
   584   0.225190E+04  -0.313442E+02  -0.232763E-05  -0.313442E+02   0.565068E+01   0.439270E-06  -0.232763E-05   0.439270E-06   0.168063E-07
   585   0.225577E+04  -0.303996E+02  -0.233405E-05  -0.303996E+02   0.562808E+01   0.426686E-06  -0.233405E-05   0.426686E-06   0.167597E-07
   586   0.225947E+04  -0.294494E+02  -0.233942E-05  -0.294494E+02   0.560901E+01   0.414101E-06  -0.233942E-05   0.414101E-06   0.167132E-07
   587   0.226301E+04  -0.284937E+02  -0.234371E-05  -0.284937E+02   0.559345E+01   0.401518E-06  -0.234371E-05   0.401518E-06   0.166669E-07
   588   0.226639E+04  -0.275330E+02  -0.234695E-05  -0.275330E+02   0.558137E+01   0.388938E-06  -0.234695E-05   0.388938E-06   0.166208E-07
   589   0.226959E+04  -0.265674E+02  -0.234911E-05  -0.265674E+02   0.557283E+01   0.376364E-06  -0.234911E-05   0.376364E-06   0.165749E-07
   590   0.227263E+04  -0.255972E+02  -0.235021E-05  -0.255972E+02   0.556789E+01   0.363798E-06  -0.235021E-05   0.363798E-06   0.165292E-07
   591   0.227550E+04  -0.246226E+02  -0.235024E-05  -0.246226E+02   0.556651E+01   0.351242E-06  -0.235024E-05   0.351242E-06   0.164836E-07
   592   0.227819E+04  -0.236441E+02  -0.234920E-05  -0.236441E+02   0.556875E+01   0.338699E-06  -0.234920E-05   0.338699E-06   0.164382E-07
   593   0.228071E+04  -0.226616E+02  -0.234710E-05  -0.226616E+02   0.557459E+01   0.326171E-06  -0.234710E-05   0.326171E-06   0.163929E-07
   594   0.228305E+04  -0.216753E+02  -0.234391E-05  -0.216753E+02   0.558408E+01   0.313660E-06  -0.234391E-05   0.313660E-06   0.163479E-07
   595   0.228522E+04  -0.206854E+02  -0.233966E-05  -0.206854E+02   0.559719E+01   0.301169E-06  -0.233966E-05   0.301169E-06   0.163030E-07
   596   0.228720E+04  -0.196921E+02  -0.233433E-05  -0.196921E+02   0.561399E+01   0.288700E-06  -0.233433E-05   0.288700E-06   0.162582E-07
   597   0.228900E+04  -0.186956E+02  -0.232793E-05  -0.186956E+02   0.563444E+01   0.276255E-06  -0.232793E-05   0.276255E-06   0.162137E-07
   598   0.229062E+04  -0.176959E+02  -0.232046E-05  -0.176959E+02   0.565853E+01   0.263837E-06  -0.232046E-05   0.263837E-06   0.161693E-07
   599   0.229205E+04  -0.166932E+02  -0.231190E-05  -0.166932E+02   0.568637E+01   0.251447E-06  -0.231190E-05   0.251447E-06   0.161251E-07
   600   0.229330E+04  -0.156876E+02  -0.230227E-05  -0.156876E+02   0.571788E+01   0.239089E-06  -0.230227E-05   0.239089E-06   0.160810E-07
   601   0.229436E+04  -0.146792E+02  -0.229157E-05  -0.146792E+02   0.575311E+01   0.226763E-06  -0.229157E-05   0.226763E-06   0.160371E-07
   602   0.229522E+04  -0.136686E+02  -0.227979E-05  -0.136686E+02   0.579200E+01   0.214472E-06  -0.227979E-05   0.214472E-06   0.159933E-07
   603   0.229592E+04  -0.126567E+02  -0.226697E-05  -0.126567E+02   0.583458E+01   0.202214E-06  -0.226697E-05   0.202214E-06   0.159498E-07
   604   0.229642E+04  -0.116443E+02  -0.225310E-05  -0.116443E+02   0.588082E+01   0.189992E-06  -0.225310E-05   0.189992E-06   0.159064E-07
   605   0.229675E+04  -0.106323E+02  -0.223821E-05  -0.106323E+02   0.593066E+01   0.177804E-06  -0.223821E-05   0.177804E-06   0.158631E-07
   606   0.229690E+04  -0.962121E+01  -0.222230E-05  -0.962121E+01   0.598413E+01   0.165652E-06  -0.222230E-05   0.165652E-06   0.158200E-07
   607   0.229687E+04  -0.861208E+01  -0.220539E-05  -0.861208E+01   0.604125E+01   0.153536E-06  -0.220539E-05   0.153536E-06   0.157771E-07
   608   0.229667E+04  -0.760552E+01  -0.218750E-05  -0.760552E+01   0.610191E+01   0.141457E-06  -0.218750E-05   0.141457E-06   0.157343E-07
   609   0.229631E+04  -0.660219E+01  -0.216862E-05  -0.660219E+01   0.616614E+01   0.129414E-06  -0.216862E-05   0.129414E-06   0.156917E-07
   610   0.229577E+04  -0.560290E+01  -0.214878E-05  -0.560290E+01   0.623388E+01   0.117408E-06  -0.214878E-05   0.117408E-06   0.156492E-07
   611   0.229507E+04  -0.460838E+01  -0.212799E-05  -0.460838E+01   0.630502E+01   0.105440E-06  -0.212799E-05   0.105440E-06   0.156070E-07
   612   0.229421E+04  -0.361936E+01  -0.210626E-05  -0.361936E+01   0.637965E+01   0.935099E-07  -0.210626E-05   0.935099E-07   0.155648E-07
   613   0.229318E+04  -0.263651E+01  -0.208361E-05  -0.263651E+01   0.645774E+01   0.816183E-07  -0.208361E-05   0.816183E-07   0.155228E-07
   614   0.229200E+04  -0.166042E+01  -0.206004E-05  -0.166042E+01   0.653922E+01   0.697657E-07  -0.206004E-05   0.697657E-07   0.154810E-07
   615   0.229066E+04  -0.691650E+00  -0.203558E-05  -0.691650E+00   0.662407E+01   0.579524E-07  -0.203558E-05   0.579524E-07   0.154393E-07
   616   0.228917E+04   0.269344E+00  -0.201022E-05   0.269344E+00   0.671229E+01   0.461788E-07  -0.201022E-05   0.461788E-07   0.153978E-07
   617   0.228753E+04   0.122191E+01  -0.198399E-05   0.122191E+01   0.680393E+01   0.344454E-07  -0.198399E-05   0.344454E-07   0.153565E-07
   618   0.228574E+04   0.216561E+01  -0.195690E-05   0.216561E+01   0.689901E+01   0.227525E-07  -0.195690E-05   0.227525E-07   0.153153E-07
   619   0.228380E+04   0.309985E+01  -0.192896E-05   0.309985E+01   0.699733E+01   0.111007E-07  -0.192896E-05   0.111007E-07   0.152742E-07
   620   0.228171E+04   0.402414E+01  -0.190019E-05   0.402414E+01   0.709907E+01  -0.509683E-09  -0.190019E-05  -0.509683E-09   0.152333E-07
   621   0.227950E+04   0.493788E+01  -0.187059E-05   0.493788E+01   0.720418E+01  -0.120782E-07  -0.187059E-05  -0.120782E-07   0.151926E-07
   622   0.227714E+04   0.584064E+01  -0.184018E-05   0.584064E+01   0.731246E+01  -0.236045E-07  -0.184018E-05  -0.236045E-07   0.151520E-07
   623   0.227464E+04   0.673190E+01  -0.180897E-05   0.673190E+01   0.742410E+01  -0.350881E-07  -0.180897E-05  -0.350881E-07   0.151115E-07
   624   0.227200E+04   0.761108E+01  -0.177697E-05   0.761108E+01   0.753897E+01  -0.465286E-07  -0.177697E-05  -0.465286E-07   0.150712E-07
   625   0.226923E+04   0.847768E+01  -0.174421E-05   0.847768E+01   0.765710E+01  -0.579255E-07  -0.174421E-05  -0.579255E-07   0.150311E-07
   626   0.226633E+04   0.933125E+01  -0.171068E-05   0.933125E+01   0.777837E+01  -0.692784E-07  -0.171068E-05  -0.692784E-07   0.149911E-07
   627   0.226329E+04   0.101712E+02  -0.167641E-05   0.101712E+02   0.790280E+01  -0.805870E-07  -0.167641E-05  -0.805870E-07   0.149512E-07
   628   0.226013E+04   0.109971E+02  -0.164140E-05   0.109971E+02   0.803035E+01  -0.918508E-07  -0.164140E-05  -0.918508E-07   0.149115E-07
   629   0.225684E+04   0.118087E+02  -0.160567E-05   0.118087E+02   0.816104E+01  -0.103069E-06  -0.160567E-05  -0.103069E-06   0.148720E-07
   630   0.225342E+04   0.126055E+02  -0.156923E-05   0.126055E+02   0.829491E+01  -0.114242E-06  -0.156923E-05  -0.114242E-06   0.148326E-07
   631   0.224987E+04   0.133871E+02  -0.153209E-05   0.133871E+02   0.843176E+01  -0.125369E-06  -0.153209E-05  -0.125369E-06   0.147933E-07
   632   0.224619E+04   0.141532E+02  -0.149427E-05   0.141532E+02   0.857175E+01  -0.136450E-06  -0.149427E-05  -0.136450E-06   0.147542E-07
   633   0.224240E+04   0.149033E+02  -0.145578E-05   0.149033E+02   0.871478E+01  -0.147483E-06  -0.145578E-05  -0.147483E-06   0.147152E-07
   634   0.223848E+04   0.156372E+02  -0.141664E-05   0.156372E+02   0.886080E+01  -0.158469E-06  -0.141664E-05  -0.158469E-06   0.146764E-07
   635   0.223444E+04   0.163544E+02  -0.137684E-05   0.163544E+02   0.900990E+01  -0.169407E-06  -0.137684E-05  -0.169407E-06   0.146377E-07
   636   0.223028E+04   0.170546E+02  -0.133642E-05   0.170546E+02   0.916197E+01  -0.180298E-06  -0.133642E-05  -0.180298E-06   0.145992E-07
   637   0.222601E+04   0.177376E+02  -0.129537E-05   0.177376E+02   0.931710E+01  -0.191139E-06  -0.129537E-05  -0.191139E-06   0.145608E-07
   638   0.222161E+04   0.184031E+02  -0.125372E-05   0.184031E+02   0.947518E+01  -0.201932E-06  -0.125372E-05  -0.201932E-06   0.145225E-07
   639   0.221710E+04   0.190507E+02  -0.121147E-05   0.190507E+02   0.963631E+01  -0.212675E-06  -0.121147E-05  -0.212675E-06   0.144844E-07
   640   0.221246E+04   0.196802E+02  -0.116864E-05   0.196802E+02   0.980037E+01  -0.223368E-06  -0.116864E-05  -0.223368E-06   0.144465E-07
   641   0.220772E+04   0.202912E+02  -0.112525E-05   0.202912E+02   0.996745E+01  -0.234011E-06  -0.112525E-05  -0.234011E-06   0.144086E-07
   642   0.220285E+04   0.208835E+02  -0.108129E-05   0.208835E+02   0.101374E+02  -0.244603E-06  -0.108129E-05  -0.244603E-06   0.143709E-07
   643   0.219788E+04   0.214570E+02  -0.103680E-05   0.214570E+02   0.103104E+02  -0.255144E-06  -0.103680E-05  -0.255144E-06   0.143334E-07
   644   0.219278E+04   0.220113E+02  -0.991767E-06   0.220113E+02   0.104864E+02  -0.265634E-06  -0.991767E-06  -0.265634E-06   0.142960E-07
   645   0.218757E+04   0.225464E+02  -0.946222E-06   0.225464E+02   0.106652E+02  -0.276072E-06  -0.946222E-06  -0.276072E-06   0.142587E-07
   646   0.218225E+04   0.230619E+02  -0.900171E-06   0.230619E+02   0.108469E+02  -0.286457E-06  -0.900171E-06  -0.286457E-06   0.142215E-07
   647   0.217681E+04   0.235577E+02  -0.853628E-06   0.235577E+02   0.110316E+02  -0.296789E-06  -0.853628E-06  -0.296789E-06   0.141845E-07
   648   0.217125E+04   0.240335E+02  -0.806605E-06   0.240335E+02   0.112191E+02  -0.307068E-06  -0.806605E-06  -0.307068E-06   0.141477E-07
   649   0.216558E+04   0.244893E+02  -0.759115E-06   0.244893E+02   0.114095E+02  -0.317294E-06  -0.759115E-06  -0.317294E-06   0.141109E-07
   650   0.215980E+04   0.249248E+02  -0.711171E-06   0.249248E+02   0.116028E+02  -0.327465E-06  -0.711171E-06  -0.327465E-06   0.140743E-07
   651   0.215390E+04   0.253399E+02  -0.662786E-06   0.253399E+02   0.117992E+02  -0.337582E-06  -0.662786E-06  -0.337582E-06   0.140379E-07
   652   0.214789E+04   0.257345E+02  -0.613970E-06   0.257345E+02   0.119984E+02  -0.347643E-06  -0.613970E-06  -0.347643E-06   0.140015E-07
   653   0.214177E+04   0.261083E+02  -0.564737E-06   0.261083E+02   0.122004E+02  -0.357649E-06  -0.564737E-06  -0.357649E-06   0.139653E-07
   654   0.213557E+04   0.264612E+02  -0.515097E-06   0.264612E+02   0.124050E+02  -0.367597E-06  -0.515097E-06  -0.367597E-06   0.139293E-07
   655   0.212927E+04   0.267930E+02  -0.465063E-06   0.267930E+02   0.126121E+02  -0.377488E-06  -0.465063E-06  -0.377488E-06   0.138933E-07
   656   0.212288E+04   0.271038E+02  -0.414646E-06   0.271038E+02   0.128218E+02  -0.387320E-06  -0.414646E-06  -0.387320E-06   0.138575E-07
   657   0.211641E+04   0.273931E+02  -0.363858E-06   0.273931E+02   0.130337E+02  -0.397092E-06  -0.363858E-06  -0.397092E-06   0.138219E-07
   658   0.210986E+04   0.276611E+02  -0.312710E-06   0.276611E+02   0.132478E+02  -0.406804E-06  -0.312710E-06  -0.406804E-06   0.137863E-07
   659   0.210325E+04   0.279076E+02  -0.261215E-06   0.279076E+02   0.134640E+02  -0.416455E-06  -0.261215E-06  -0.416455E-06   0.137509E-07
   660   0.209657E+04   0.281323E+02  -0.209384E-06   0.281323E+02   0.136821E+02  -0.426044E-06  -0.209384E-06  -0.426044E-06   0.137156E-07
   661   0.208982E+04   0.283354E+02  -0.157228E-06   0.283354E+02   0.139020E+02  -0.435570E-06  -0.157228E-06  -0.435570E-06   0.136805E-07
   662   0.208302E+04   0.285165E+02  -0.104761E-06   0.285165E+02   0.141235E+02  -0.445033E-06  -0.104761E-06  -0.445033E-06   0.136454E-07
   663   0.207617E+04   0.286757E+02  -0.519921E-07   0.286757E+02   0.143467E+02  -0.454431E-06  -0.519921E-07  -0.454431E-06   0.136105E-07
