#    L    TT             EE             TE             PP             TP          
   288   0.424631E+04   0.739852E+01   0.112262E+03   0.150126E+07   0.120577E+04
   289   0.421382E+04   0.756316E+01   0.112899E+03   0.149499E+07   0.119511E+04
   290   0.418119E+04   0.772926E+01   0.113501E+03   0.148877E+07   0.118453E+04
   291   0.414842E+04   0.789680E+01   0.114069E+03   0.148258E+07   0.117403E+04
   292   0.411551E+04   0.806565E+01   0.114602E+03   0.147643E+07   0.116360E+04
   293   0.408247E+04   0.823586E+01   0.115099E+03   0.147033E+07   0.115324E+04
   294   0.404933E+04   0.840737E+01   0.115561E+03   0.146425E+07   0.114295E+04
   295   0.401608E+04   0.858002E+01   0.115987E+03   0.145822E+07   0.113273E+04
   296   0.398273E+04   0.875387E+01   0.116377E+03   0.145222E+07   0.112259E+04
   297   0.394929E+04   0.892878E+01   0.116729E+03   0.144626E+07   0.111251E+04
   298   0.391578E+04   0.910473E+01   0.117044E+03   0.144034E+07   0.110250E+04
   299   0.388220E+04   0.928166E+01   0.117322E+03   0.143445E+07   0.109256E+04
   300   0.384857E+04   0.945948E+01   0.117563E+03   0.142860E+07   0.108268E+04
   301   0.381490E+04   0.963826E+01   0.117766E+03   0.142278E+07   0.107287E+04
   302   0.378121E+04   0.981778E+01   0.117932E+03   0.141699E+07   0.106312E+04
   303   0.374750E+04   0.999812E+01   0.118060E+03   0.141124E+07   0.105344E+04
   304   0.371378E+04   0.101792E+02   0.118151E+03   0.140553E+07   0.104382E+04
   305   0.368007E+04   0.103609E+02   0.118204E+03   0.139985E+07   0.103426E+04
   306   0.364637E+04   0.105433E+02   0.118219E+03   0.139420E+07   0.102477E+04
   307   0.361270E+04   0.107262E+02   0.118196E+03   0.138858E+07   0.101535E+04
   308   0.357907E+04   0.109096E+02   0.118135E+03   0.138300E+07   0.100599E+04
   309   0.354549E+04   0.110935E+02   0.118037E+03   0.137745E+07   0.996696E+03
   310   0.351195E+04   0.112776E+02   0.117901E+03   0.137193E+07   0.987468E+03
   311   0.347849E+04   0.114621E+02   0.117726E+03   0.136645E+07   0.978305E+03
   312   0.344509E+04   0.116468E+02   0.117513E+03   0.136099E+07   0.969209E+03
   313   0.341178E+04   0.118317E+02   0.117262E+03   0.135557E+07   0.960178E+03
   314   0.337856E+04   0.120167E+02   0.116973E+03   0.135018E+07   0.951213E+03
   315   0.334544E+04   0.122017E+02   0.116645E+03   0.134482E+07   0.942314E+03
   316   0.331244E+04   0.123867E+02   0.116280E+03   0.133950E+07   0.933482E+03
   317   0.327955E+04   0.125715E+02   0.115877E+03   0.133420E+07   0.924716E+03
   318   0.324681E+04   0.127562E+02   0.115437E+03   0.132893E+07   0.916016E+03
   319   0.321420E+04   0.129407E+02   0.114959E+03   0.132370E+07   0.907383E+03
   320   0.318174E+04   0.131249E+02   0.114443E+03   0.131849E+07   0.898817E+03
